"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y"
-1.25883721672,-0.911001622491674,1.39721187229671,0.0907605555604599,-0.675162992735786,2.07734586754917,1.83170463383531,-1.57587859207268,-2.20615102883805,0.135833928381273,-3.46134030190566
0.374668083308779,-0.160636287396639,3.60999179871352,0.588890289972508,0.997286101707519,-0.128945537244566,-1.62301638372592,-3.73413246364657,0.562887842130573,-0.2386474808198,-5.16249495232873
-0.0278615672559326,-0.350034055260252,1.86648445722762,-0.0460493561592307,-0.4888173938967,1.25733695135077,0.892920259337622,-1.26062985119064,-0.0755974551106272,-0.00454386291413833,-1.64780615567207
-1.24172649643827,-0.678760473273638,0.876287013035097,-1.04221620432649,-1.37693416821193,2.358457971989,1.31827792010162,-0.158548528365275,-0.694291840884716,-1.21663457368141,3.56860497834334
-0.38538219598513,0.763525008950539,1.1885024545309,-0.320823572785415,-0.20367826667865,1.41359958036152,-0.30160292971219,-0.526644617003224,-0.0794281931075494,-0.223910113628864,4.17444106388934
-0.779607036641202,-0.159575357113951,2.42849327301746,0.386856066261008,-1.67540116728581,0.215183927116663,1.26180645069832,-2.11146402014911,-1.34582845698771,-0.153285560640806,-3.00440389812811
0.0437839500657281,0.0994080641291733,1.18990718643531,-0.746733453528954,0.232572560556831,1.52634680097007,0.886573014508118,-0.604027031884395,-1.39096518750448,0.62393869917721,3.91343866884851
-0.386104253337893,-0.250221217801807,0.748516838562323,0.141339974315025,0.0810391826233981,2.63836933467283,1.26847549275555,-0.270100490868937,-0.699583772515843,-2.5840615022907,-2.44922061944355
-2.3242655683803,0.149377777123495,0.496125983502594,-1.34543140222563,0.0303392250163653,2.96266613229045,-0.561776106777732,-0.382876474440156,-1.3250041168505,-0.243603298700193,6.91434716062661
0.4389593751007,-0.49153438719491,1.74781616629184,-0.500864327300541,1.24502306716724,0.475325022989209,0.321009230321781,-2.10901616185625,-0.712371157198355,-0.700893750247698,0.0706534339465184
-0.38876392606117,0.320336019048688,1.81014510483544,0.0302865417969919,2.8989674063918,1.67464761395491,-0.867650334643933,-0.946514784040381,-0.72105821947895,-2.06830063650737,0.542978825012725
-0.918838690037228,-0.151899319313193,1.94036706374878,0.467568620168892,0.461402168771534,-0.164319127338058,-0.294172541776423,-2.37484689949904,-1.45144099510966,-0.139396653216544,-3.17480247801955
0.452657249399097,0.642908200789825,-0.217561621553542,0.361332367992398,0.127574723118861,0.407569437033535,1.49245332890355,-1.35684562717715,0.0683247276042601,-0.844536402500914,-0.292676015247882
-1.62510101835526,0.560752330888037,2.69496490632751,-0.657271130529045,0.359302607832921,2.42185780462387,-0.0331455083861477,-2.17283945925577,-0.640979063540447,-0.346538205523889,4.47121472552185
-1.27997629449006,1.65366296477772,2.74166341435115,-0.682117884352083,-0.100928371141496,1.8793618916128,-0.711549789642953,-2.64051123768884,1.58528029907373,-0.915604091545553,7.87644194771126
-2.68721314742251,-0.479883752149431,0.957617151672682,0.25605980289218,0.0260502893129185,2.70069014634918,-1.31464737842856,-1.69406601371464,-0.879224975894562,-0.391186234913888,-3.1371337802338
-1.84870521772157,-1.08249681225746,1.28794287044831,-0.519004077244294,0.468767595533353,2.60380520631179,-0.505277856615076,-0.476220801405656,-1.04035915849784,-1.57034881789396,-1.07435795856152
